task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
225,Prepare deployment scripts,Carol,Backend,High,Pending,2025-06-19,2025-06-29,14,,alert,10,6,Thursday,1
226,Optimize database queries,Carol,QA,Medium,In Progress,2025-09-18,2025-09-28,8,,"payment, backend",10,9,Thursday,1
227,Create marketing landing page,Hannah,Mobile,Low,In Progress,2025-04-23,2025-05-07,8,,design,14,4,Wednesday,1
228,Collect user feedback,Grace,UI/UX,Low,In Progress,2025-07-27,2025-08-05,16,,setup,9,7,Sunday,1
229,Create marketing landing page,David,Frontend,Medium,Pending,2025-04-30,2025-05-17,16,,"deployment, integration, design",17,4,Wednesday,1
230,Update mobile app UI,Grace,QA,High,In Progress,2025-06-21,2025-07-03,11,,"payment, alert, integration",12,6,Saturday,1
231,Conduct code review,Bob,QA,High,Pending,2025-05-15,2025-06-01,2,,frontend,17,5,Thursday,1
232,Conduct code review,Hannah,UI/UX,Medium,Completed,2025-07-21,2025-08-11,7,5.0,backend,21,7,Monday,0
233,Setup CI/CD pipeline,David,DevOps,Medium,In Progress,2025-09-13,2025-09-21,8,,setup,8,9,Saturday,1
234,Enhance security for API,Bob,DevOps,High,Completed,2025-04-23,2025-05-05,14,10.0,feedback,12,4,Wednesday,0
235,Collect user feedback,Hannah,Data,Medium,Completed,2025-09-14,2025-09-29,1,1.0,"db, dashboard, alert",15,9,Sunday,0
236,Enhance security for API,Eve,UI/UX,Low,Pending,2025-05-08,2025-05-20,7,,"frontend, db, setup",12,5,Thursday,1
237,Deploy application to staging,Grace,Backend,Low,Pending,2025-05-01,2025-05-14,15,,deployment,13,5,Thursday,1
238,Prepare deployment scripts,David,Frontend,High,In Progress,2025-09-19,2025-09-27,4,,"testing, integration, payment",8,9,Friday,1
239,Prepare deployment scripts,David,Data,Medium,In Progress,2025-07-22,2025-08-01,4,,"deployment, optimization, design",10,7,Tuesday,1
240,Prepare deployment scripts,David,UI/UX,Low,In Progress,2025-09-06,2025-09-13,15,,"dashboard, db",7,9,Saturday,1
241,Create dashboard UI,Hannah,QA,Medium,In Progress,2025-04-16,2025-04-25,6,,optimization,9,4,Wednesday,1
242,Implement user authentication API,Hannah,DevOps,Medium,In Progress,2025-09-01,2025-09-17,12,,"alert, feedback",16,9,Monday,1
243,Optimize database queries,Alice,DevOps,Low,In Progress,2025-07-14,2025-07-18,7,,"optimization, deployment, payment",4,7,Monday,1
244,Improve page load performance,Hannah,Mobile,Medium,In Progress,2025-09-22,2025-10-13,16,,payment,21,9,Monday,1
245,Fix bug in login module,Frank,Frontend,Medium,In Progress,2025-06-14,2025-07-05,4,,"deployment, testing",21,6,Saturday,1
246,Write unit tests for backend,Alice,Data,Medium,Completed,2025-06-30,2025-07-12,4,4.0,"backend, testing, dashboard",12,6,Monday,0
247,Conduct code review,Grace,UI/UX,Medium,Pending,2025-05-06,2025-05-14,12,,"backend, setup, design",8,5,Tuesday,1
248,Design login page,Grace,Mobile,Low,Pending,2025-06-30,2025-07-06,15,,"payment, optimization, design",6,6,Monday,1
249,Update mobile app UI,Alice,UI/UX,High,Pending,2025-08-15,2025-08-29,10,,frontend,14,8,Friday,1
250,Update mobile app UI,Frank,Backend,Low,In Progress,2025-08-31,2025-09-12,13,,"setup, payment",12,8,Sunday,1
251,Improve page load performance,Bob,Data,Low,In Progress,2025-09-04,2025-09-06,2,,"integration, dashboard",2,9,Thursday,1
252,Improve page load performance,David,QA,Medium,In Progress,2025-05-24,2025-05-28,12,,"dashboard, deployment, setup",4,5,Saturday,1
253,Optimize database queries,Grace,UI/UX,Medium,In Progress,2025-10-01,2025-10-12,8,,"optimization, backend",11,10,Wednesday,1
254,Integrate payment gateway,Eve,QA,High,Pending,2025-07-24,2025-08-04,8,,"frontend, integration",11,7,Thursday,1
255,Develop notification system,Carol,DevOps,Medium,In Progress,2025-08-04,2025-08-05,2,,"backend, deployment, feedback",1,8,Monday,1
256,Collect user feedback,David,UI/UX,Medium,Completed,2025-06-12,2025-06-17,4,2.0,"alert, testing",5,6,Thursday,0
257,Collect user feedback,Carol,Backend,High,Completed,2025-06-04,2025-06-14,14,7.0,dashboard,10,6,Wednesday,0
258,Design login page,David,Frontend,Medium,Pending,2025-07-08,2025-07-13,10,,"setup, design, deployment",5,7,Tuesday,1
259,Collect user feedback,Frank,Data,Low,In Progress,2025-06-10,2025-06-21,5,,api,11,6,Tuesday,1
260,Improve page load performance,Carol,UI/UX,Medium,In Progress,2025-05-28,2025-06-08,5,,"dashboard, payment",11,5,Wednesday,1
261,Write unit tests for backend,Hannah,Backend,Medium,In Progress,2025-04-15,2025-05-01,2,,"design, db, payment",16,4,Tuesday,1
262,Design login page,Eve,QA,High,In Progress,2025-04-18,2025-04-19,15,,"dashboard, design, optimization",1,4,Friday,1
263,Develop notification system,Bob,UI/UX,Medium,Pending,2025-09-17,2025-09-30,5,,"payment, dashboard",13,9,Wednesday,1
264,Conduct code review,Frank,UI/UX,Medium,Pending,2025-07-14,2025-07-30,12,,alert,16,7,Monday,1
265,Conduct code review,David,DevOps,Low,Pending,2025-09-13,2025-09-23,4,,"integration, payment",10,9,Saturday,1
266,Write unit tests for backend,Grace,Mobile,Medium,In Progress,2025-07-07,2025-07-11,6,,"optimization, payment, deployment",4,7,Monday,1
267,Write unit tests for backend,Bob,Mobile,High,Pending,2025-04-21,2025-04-28,13,,"api, dashboard, frontend",7,4,Monday,1
268,Implement search functionality,Alice,Mobile,Medium,In Progress,2025-07-10,2025-07-16,2,,backend,6,7,Thursday,1
269,Create dashboard UI,Frank,QA,High,In Progress,2025-08-22,2025-08-25,16,,"testing, frontend",3,8,Friday,1
270,Optimize database queries,Eve,Backend,High,Completed,2025-08-02,2025-08-21,1,1.0,"payment, setup",19,8,Saturday,0
271,Design login page,Carol,UI/UX,Medium,In Progress,2025-06-28,2025-07-09,12,,"alert, payment, integration",11,6,Saturday,1
272,Enhance security for API,Hannah,Mobile,Medium,Pending,2025-08-23,2025-08-24,14,,"testing, backend",1,8,Saturday,1
273,Enhance security for API,Hannah,Mobile,Medium,In Progress,2025-09-29,2025-10-17,16,,"frontend, deployment",18,9,Monday,1
274,Prepare deployment scripts,Carol,Backend,High,Completed,2025-04-29,2025-05-06,3,3.0,"testing, dashboard",7,4,Tuesday,0
275,Analyze user activity data,Alice,QA,High,Pending,2025-08-15,2025-09-02,9,,optimization,18,8,Friday,1
276,Integrate payment gateway,David,QA,Low,Pending,2025-09-29,2025-10-10,11,,"backend, feedback",11,9,Monday,1
277,Setup CI/CD pipeline,Bob,Mobile,High,In Progress,2025-06-29,2025-07-18,3,,"setup, alert, backend",19,6,Sunday,1
278,Deploy application to staging,Eve,Data,High,Pending,2025-08-08,2025-08-29,13,,"db, backend",21,8,Friday,1
279,Update mobile app UI,Grace,QA,High,In Progress,2025-06-03,2025-06-12,11,,"optimization, alert, backend",9,6,Tuesday,1
280,Create dashboard UI,Carol,UI/UX,Medium,In Progress,2025-08-02,2025-08-14,11,,"payment, feedback, integration",12,8,Saturday,1
281,Collect user feedback,Bob,Mobile,Medium,In Progress,2025-07-19,2025-07-20,16,,testing,1,7,Saturday,1
282,Setup project database,Eve,Frontend,Medium,Pending,2025-07-24,2025-07-26,7,,"alert, payment, api",2,7,Thursday,1
283,Analyze user activity data,Alice,UI/UX,High,In Progress,2025-08-07,2025-08-17,4,,"testing, frontend",10,8,Thursday,1
284,Improve page load performance,Carol,Backend,Low,In Progress,2025-07-31,2025-08-03,9,,"frontend, integration, db",3,7,Thursday,1
285,Create marketing landing page,Hannah,UI/UX,High,Pending,2025-07-19,2025-07-28,8,,"db, design",9,7,Saturday,1
286,Implement user authentication API,David,Data,Medium,In Progress,2025-08-28,2025-08-30,10,,"db, testing",2,8,Thursday,1
287,Setup CI/CD pipeline,Grace,Frontend,Medium,Completed,2025-10-01,2025-10-04,1,1.0,api,3,10,Wednesday,0
288,Implement user authentication API,Frank,Mobile,Medium,In Progress,2025-08-29,2025-09-15,7,,"alert, api, testing",17,8,Friday,1
289,Develop notification system,David,Backend,High,Completed,2025-09-11,2025-09-21,2,1.0,backend,10,9,Thursday,0
290,Optimize database queries,Bob,Mobile,High,In Progress,2025-10-12,2025-11-01,2,,dashboard,20,10,Sunday,1
291,Collect user feedback,Eve,Frontend,High,Pending,2025-04-26,2025-05-03,1,,"db, optimization, integration",7,4,Saturday,1
292,Enhance security for API,David,Mobile,Medium,In Progress,2025-07-13,2025-07-27,6,,"payment, backend",14,7,Sunday,1
293,Fix bug in login module,Hannah,Frontend,Medium,Completed,2025-09-02,2025-09-10,11,1.0,"alert, db",8,9,Tuesday,0
294,Conduct code review,Grace,Data,Medium,Pending,2025-05-13,2025-05-16,12,,"frontend, feedback, optimization",3,5,Tuesday,1
295,Prepare deployment scripts,Alice,QA,Medium,In Progress,2025-10-02,2025-10-17,3,,"db, feedback",15,10,Thursday,1
296,Write unit tests for backend,David,Backend,High,Completed,2025-09-22,2025-09-28,13,3.0,"testing, design",6,9,Monday,0
297,Create dashboard UI,Bob,Mobile,High,In Progress,2025-06-06,2025-06-22,8,,"deployment, payment, backend",16,6,Friday,1
298,Implement search functionality,Frank,UI/UX,Medium,Pending,2025-08-11,2025-08-18,6,,feedback,7,8,Monday,1
299,Write unit tests for backend,David,Frontend,Medium,In Progress,2025-08-22,2025-08-30,10,,"db, deployment, api",8,8,Friday,1
300,Setup CI/CD pipeline,Grace,Frontend,Medium,In Progress,2025-04-23,2025-04-27,6,,"design, api",4,4,Wednesday,1
301,Deploy application to staging,Hannah,DevOps,Low,In Progress,2025-09-08,2025-09-29,7,,"optimization, payment, alert",21,9,Monday,1
302,Update mobile app UI,Alice,Data,Medium,In Progress,2025-06-05,2025-06-21,5,,"integration, payment",16,6,Thursday,1
303,Implement search functionality,Hannah,Frontend,High,Completed,2025-08-30,2025-09-01,11,1.0,"deployment, design, testing",2,8,Saturday,0
304,Write unit tests for backend,Carol,Mobile,Low,Pending,2025-04-25,2025-05-16,5,,"design, db",21,4,Friday,1
305,Implement search functionality,David,Data,Medium,Completed,2025-05-19,2025-05-29,12,4.0,"alert, integration, dashboard",10,5,Monday,0
306,Analyze user activity data,Frank,QA,Medium,Pending,2025-09-17,2025-10-05,3,,"frontend, api",18,9,Wednesday,1
307,Integrate payment gateway,Bob,Backend,Low,Pending,2025-06-01,2025-06-06,2,,"db, dashboard, backend",5,6,Sunday,1
308,Analyze user activity data,Eve,Data,Medium,Pending,2025-10-01,2025-10-20,4,,"testing, frontend, feedback",19,10,Wednesday,1
309,Prepare deployment scripts,Carol,DevOps,Low,Pending,2025-04-18,2025-04-24,11,,payment,6,4,Friday,1
310,Enhance security for API,Eve,DevOps,Medium,Pending,2025-10-01,2025-10-20,12,,design,19,10,Wednesday,1
311,Create dashboard UI,Carol,UI/UX,High,Pending,2025-09-11,2025-09-26,16,,"feedback, api",15,9,Thursday,1
312,Optimize database queries,Frank,Mobile,Medium,In Progress,2025-06-16,2025-06-21,13,,"db, integration",5,6,Monday,1
313,Write unit tests for backend,Carol,QA,High,In Progress,2025-07-24,2025-08-11,11,,"api, backend",18,7,Thursday,1
314,Create dashboard UI,Frank,DevOps,High,In Progress,2025-08-14,2025-08-15,4,,"payment, backend",1,8,Thursday,1
315,Design login page,David,Mobile,Medium,In Progress,2025-08-18,2025-09-01,12,,"payment, api, setup",14,8,Monday,1
316,Setup project database,Alice,QA,Low,Pending,2025-05-01,2025-05-19,4,,"setup, alert, feedback",18,5,Thursday,1
317,Write unit tests for backend,Bob,DevOps,Medium,In Progress,2025-06-22,2025-07-05,6,,setup,13,6,Sunday,1
318,Setup CI/CD pipeline,David,Data,Medium,In Progress,2025-07-03,2025-07-13,6,,"deployment, optimization, backend",10,7,Thursday,1
319,Update mobile app UI,Carol,Data,Medium,In Progress,2025-06-06,2025-06-11,6,,"deployment, setup",5,6,Friday,1
320,Analyze user activity data,Grace,DevOps,High,Pending,2025-07-23,2025-08-05,13,,design,13,7,Wednesday,1
321,Setup project database,Bob,Backend,Low,In Progress,2025-06-20,2025-07-08,5,,"testing, dashboard, backend",18,6,Friday,1
322,Update mobile app UI,Alice,Mobile,Medium,Completed,2025-08-02,2025-08-23,7,5.0,"feedback, frontend, db",21,8,Saturday,0
323,Implement search functionality,Carol,Mobile,Medium,Completed,2025-10-14,2025-10-31,11,1.0,"api, integration, db",17,10,Tuesday,0
324,Develop notification system,Carol,QA,Low,In Progress,2025-04-29,2025-05-02,13,,"alert, dashboard",3,4,Tuesday,1
325,Design login page,Alice,UI/UX,Medium,Completed,2025-09-21,2025-09-24,16,4.0,"backend, integration, deployment",3,9,Sunday,0
326,Analyze user activity data,Bob,Backend,High,Pending,2025-07-12,2025-07-17,7,,"design, integration",5,7,Saturday,1
327,Setup CI/CD pipeline,David,QA,Medium,In Progress,2025-05-20,2025-06-10,3,,"payment, testing, design",21,5,Tuesday,1
328,Update mobile app UI,Bob,Backend,High,In Progress,2025-07-29,2025-08-07,10,,alert,9,7,Tuesday,1
329,Improve page load performance,Alice,Mobile,High,In Progress,2025-06-16,2025-07-07,11,,dashboard,21,6,Monday,1
330,Deploy application to staging,Frank,UI/UX,Medium,Pending,2025-07-24,2025-08-03,15,,"payment, testing, integration",10,7,Thursday,1
331,Implement search functionality,Bob,Backend,Medium,In Progress,2025-06-17,2025-06-20,16,,"api, alert",3,6,Tuesday,1
332,Fix bug in login module,Eve,Backend,High,In Progress,2025-06-01,2025-06-22,7,,testing,21,6,Sunday,1
333,Conduct code review,Bob,Backend,High,In Progress,2025-10-12,2025-10-24,9,,integration,12,10,Sunday,1
334,Create marketing landing page,Frank,UI/UX,Medium,Completed,2025-08-21,2025-08-23,9,7.0,"deployment, db, optimization",2,8,Thursday,0
335,Setup CI/CD pipeline,Eve,QA,Medium,Pending,2025-06-14,2025-07-04,14,,payment,20,6,Saturday,1
336,Fix bug in login module,Hannah,QA,Medium,Pending,2025-09-13,2025-10-01,15,,"api, testing",18,9,Saturday,1
337,Optimize database queries,Alice,Data,Medium,Completed,2025-08-30,2025-09-01,4,1.0,"api, db, setup",2,8,Saturday,0
338,Design login page,Grace,Data,Medium,Pending,2025-09-22,2025-09-30,3,,"api, testing",8,9,Monday,1
339,Deploy application to staging,Alice,QA,High,Pending,2025-04-15,2025-05-05,5,,db,20,4,Tuesday,1
340,Create marketing landing page,David,Backend,Medium,Completed,2025-05-11,2025-06-01,15,8.0,dashboard,21,5,Sunday,0
341,Integrate payment gateway,Grace,Data,Medium,Completed,2025-07-26,2025-07-30,9,6.0,"frontend, setup",4,7,Saturday,0
342,Setup project database,Bob,Backend,Low,In Progress,2025-09-30,2025-10-09,8,,"frontend, deployment",9,9,Tuesday,1
343,Improve page load performance,Carol,Frontend,Low,In Progress,2025-09-29,2025-10-09,4,,"setup, testing",10,9,Monday,1
344,Optimize database queries,Hannah,DevOps,High,In Progress,2025-07-28,2025-08-01,7,,"dashboard, feedback",4,7,Monday,1
345,Conduct code review,Alice,UI/UX,Medium,In Progress,2025-09-23,2025-10-03,15,,"db, design, optimization",10,9,Tuesday,1
346,Write unit tests for backend,Grace,UI/UX,Medium,In Progress,2025-07-10,2025-07-26,7,,"feedback, frontend",16,7,Thursday,1
347,Update mobile app UI,Frank,UI/UX,Medium,Completed,2025-07-18,2025-08-04,2,2.0,"integration, backend",17,7,Friday,0
348,Setup project database,Eve,QA,Medium,In Progress,2025-08-01,2025-08-04,13,,"feedback, design, payment",3,8,Friday,1
349,Prepare deployment scripts,Bob,Frontend,High,In Progress,2025-05-06,2025-05-26,4,,"testing, payment",20,5,Tuesday,1
350,Setup project database,Grace,Frontend,High,Completed,2025-04-16,2025-04-22,11,4.0,"payment, api",6,4,Wednesday,0
351,Implement user authentication API,Alice,QA,Low,In Progress,2025-08-29,2025-09-15,5,,"integration, api",17,8,Friday,1
352,Setup project database,Alice,QA,High,In Progress,2025-05-17,2025-06-01,5,,"frontend, setup, integration",15,5,Saturday,1
353,Setup CI/CD pipeline,Grace,Mobile,Low,In Progress,2025-08-14,2025-08-27,9,,"optimization, design, integration",13,8,Thursday,1
354,Conduct code review,Grace,Backend,Medium,In Progress,2025-09-20,2025-10-08,15,,"optimization, frontend",18,9,Saturday,1
355,Create marketing landing page,Frank,QA,Medium,Pending,2025-10-05,2025-10-09,8,,deployment,4,10,Sunday,1
356,Design login page,Eve,DevOps,Low,Completed,2025-06-22,2025-07-12,12,4.0,"design, payment",20,6,Sunday,0
357,Develop notification system,Grace,Mobile,Low,In Progress,2025-06-28,2025-07-06,7,,alert,8,6,Saturday,1
358,Develop notification system,David,Frontend,High,Completed,2025-08-28,2025-09-02,1,1.0,"feedback, deployment",5,8,Thursday,0
359,Write unit tests for backend,Alice,Data,Medium,In Progress,2025-08-12,2025-08-31,13,,backend,19,8,Tuesday,1
360,Optimize database queries,Eve,Data,Medium,Completed,2025-08-20,2025-09-06,6,1.0,"design, payment",17,8,Wednesday,0
361,Update mobile app UI,Frank,QA,Low,In Progress,2025-07-30,2025-08-13,5,,"payment, api",14,7,Wednesday,1
362,Create dashboard UI,Hannah,Data,Medium,In Progress,2025-05-16,2025-05-27,1,,"frontend, testing, dashboard",11,5,Friday,1
363,Integrate payment gateway,Alice,Mobile,Medium,Completed,2025-09-21,2025-10-05,6,2.0,"testing, api",14,9,Sunday,0
364,Prepare deployment scripts,Alice,Data,Medium,Pending,2025-10-03,2025-10-13,16,,"testing, alert, dashboard",10,10,Friday,1
365,Enhance security for API,David,UI/UX,Medium,In Progress,2025-05-16,2025-05-27,16,,"deployment, payment",11,5,Friday,1
366,Optimize database queries,David,Frontend,Low,Completed,2025-05-23,2025-05-31,4,4.0,"backend, db",8,5,Friday,0
367,Create marketing landing page,Bob,QA,Medium,Completed,2025-05-18,2025-05-23,14,6.0,"setup, dashboard, alert",5,5,Sunday,0
368,Fix bug in login module,Alice,Backend,Low,Pending,2025-07-14,2025-08-02,11,,"alert, deployment",19,7,Monday,1
369,Design login page,Hannah,QA,Medium,In Progress,2025-08-25,2025-09-10,8,,"testing, db",16,8,Monday,1
370,Improve page load performance,Carol,QA,Medium,In Progress,2025-06-08,2025-06-09,3,,"frontend, deployment",1,6,Sunday,1
371,Collect user feedback,Hannah,Frontend,Low,In Progress,2025-08-19,2025-08-30,9,,"integration, dashboard",11,8,Tuesday,1
372,Integrate payment gateway,Carol,DevOps,Medium,Pending,2025-05-20,2025-06-01,7,,dashboard,12,5,Tuesday,1
373,Setup CI/CD pipeline,David,Data,High,Completed,2025-06-14,2025-06-15,16,13.0,dashboard,1,6,Saturday,0
374,Conduct code review,Grace,DevOps,High,Pending,2025-07-08,2025-07-13,5,,"deployment, dashboard, design",5,7,Tuesday,1
375,Analyze user activity data,Hannah,Data,Medium,Completed,2025-08-09,2025-08-23,10,4.0,"design, payment",14,8,Saturday,0
376,Prepare deployment scripts,Bob,Data,Low,In Progress,2025-09-21,2025-09-27,10,,"backend, integration",6,9,Sunday,1
377,Implement user authentication API,Alice,Data,High,In Progress,2025-06-12,2025-07-01,2,,"dashboard, api, frontend",19,6,Thursday,1
378,Collect user feedback,Grace,QA,Medium,Completed,2025-08-15,2025-08-31,13,1.0,setup,16,8,Friday,0
379,Write unit tests for backend,Hannah,UI/UX,Medium,Pending,2025-09-08,2025-09-12,3,,"setup, payment, dashboard",4,9,Monday,1
380,Create dashboard UI,Carol,QA,Medium,Pending,2025-05-28,2025-06-02,15,,testing,5,5,Wednesday,1
381,Update mobile app UI,Grace,Mobile,High,In Progress,2025-05-12,2025-05-14,3,,"optimization, integration, feedback",2,5,Monday,1
382,Improve page load performance,David,DevOps,Medium,In Progress,2025-05-28,2025-06-06,9,,feedback,9,5,Wednesday,1
383,Deploy application to staging,Hannah,UI/UX,Medium,Completed,2025-08-18,2025-09-03,13,5.0,"deployment, backend, optimization",16,8,Monday,0
384,Create marketing landing page,Bob,Mobile,Medium,Pending,2025-04-24,2025-04-26,3,,"setup, alert, integration",2,4,Thursday,1
385,Integrate payment gateway,Grace,Mobile,Low,In Progress,2025-06-25,2025-06-28,16,,optimization,3,6,Wednesday,1
